Timestamp,Date,Gender,Age,Race,Which state are you from?,Which university are you from?,How many hours do you spend on social media in a day? (0.5 hour=30 minutes) ,Which social media site do you use the most?,What is the rating of your most used app?,How many friends did you add in your Facebook today?,How many followers did you gain in your Instagram today?
2022/05/30 9:34:42 pm GMT+8,5/30/2022,Male,21,Chinese,Johor,Universiti Malaysia Pahang (UMP),5,WhatsApp,4.3,0,0
2022/05/30 9:35:22 pm GMT+8,5/30/2022,Male,21,Chinese,Johor,Universiti Malaya (UM),3,Instagram,3.5,3,2
2022/05/31 11:24:28 pm GMT+8,5/30/2022,Female,21,Malay,Malacca,Universiti Teknologi MARA (UiTM),1.5,TikTok,4.5,0,0
2022/05/31 11:37:17 pm GMT+8,5/31/2022,Male,21,Chinese,Johor,Universiti Malaysia Pahang (UMP),5,YouTube ,4.2,0,0
2022/05/31 11:41:28 pm GMT+8,5/31/2022,Male,21,Chinese,Johor,Universiti Malaysia Pahang (UMP),1.5,TikTok,4.6,0,0
2022/05/31 11:42:24 pm GMT+8,5/31/2022,Male,21,Chinese,Penang,Universiti Malaysia Pahang (UMP),7.5,YouTube,4.2,0,2
2022/05/31 11:43:25 pm GMT+8,5/31/2022,Female,20,Malay,Pahang,Universiti Malaya (UM),1.5,TikTok,4.6,0,0
2022/05/31 11:44:21 pm GMT+8,5/31/2022,Female,21,Indian,Perak,Universiti Malaysia Sarawak (UNIMAS),3,YouTube,4.2,0,0
2022/05/31 11:46:24 pm GMT+8,5/31/2022,Female,21,Chinese,Perak,Universiti Sains Malaysia (USM),7,WhatsApp,4.3,0,2
2022/05/31 11:47:28 pm GMT+8,5/31/2022,Female,21,Malay,Malacca,Universiti Malaysia Pahang (UMP),5.5,WhatsApp,4.3,0,0
2022/05/31 11:48:36 pm GMT+8,5/31/2022,Female,21,Malay,Malacca,Universiti Teknologi MARA (UiTM),2.5,TikTok,4.6,0,0
2022/05/31 11:49:32 pm GMT+8,5/31/2022,Male,21,Chinese,Pahang,Universiti Malaysia Pahang (UMP),2,TikTok,4.6,0,2
2022/05/31 11:50:34 pm GMT+8,5/31/2022,Male,21,Chinese,Penang,Universiti Utara Malaysia (UUM),5,YouTube,4.2,0,0
2022/05/31 11:51:25 pm GMT+8,5/31/2022,Male,22,Chinese,Johor,Universiti Malaysia Pahang (UMP),1.5,Messenger,3.8,0,0
2022/05/31 11:52:27 pm GMT+8,5/31/2022,Female,21,Malay,Malacca,Universiti Malaysia Kelantan (UMK),2,TikTok,4.6,0,0
2022/05/31 11:53:16 pm GMT+8,5/31/2022,Female,21,Chinese,Perak,Universiti Malaysia Pahang (UMP),5,WhatsApp,4.3,0,0
2022/05/31 11:54:33 pm GMT+8,5/31/2022,Male,21,Chinese,Sarawak,Universiti Malaysia Pahang (UMP),2,Facebook,3.2,0,0
2022/05/31 11:55:35 pm GMT+8,5/31/2022,Male,23,Chinese,Penang,Universiti Malaysia Sarawak (UNIMAS),0.5,Facebook,3.2,0,0
2022/05/31 11:56:51 pm GMT+8,5/31/2022,Male,21,Chinese,Johor,Universiti Tun Hussein Onn Malaysia (UTHM),2,Instagram,3.5,0,0
2022/05/31 11:59:08 pm GMT+8,5/31/2022,Female,21,Chinese,Perak,Universiti Utara Malaysia (UUM),5.5,WhatsApp,4.3,0,0
2022/05/31 7:43:28 pm GMT+8,5/31/2022,Male,21,Chinese,Johor,Universiti Malaya (UM),4,Instagram,3.5,0,2
2022/06/01 10:02:02 pm GMT+8,6/1/2022,Female,21,Chinese,Perak,Universiti Utara Malaysia (UUM),6,WhatsApp,4.3,0,1
2022/06/01 10:02:19 pm GMT+8,6/1/2022,Male,21,Chinese,Sarawak,Universiti Malaysia Pahang (UMP),4,Facebook,3.2,0,0
2022/06/01 10:42:21 pm GMT+8,6/1/2022,Female,21,Indian,Perak,Universiti Malaysia Sarawak (UNIMAS),5,YouTube ,4.2,0,0
2022/06/01 8:12:27 pm GMT+8,6/1/2022,Male,21,Chinese,Penang,Universiti Malaysia Pahang (UMP),10.5,YouTube,4.2,0,0
2022/06/01 8:13:32 pm GMT+8,6/1/2022,Male,23,Chinese,Penang,Universiti Malaysia Sarawak (UNIMAS),0.5,Facebook,3.2,0,0
2022/06/01 8:13:53 pm GMT+8,6/1/2022,Female,21,Malay,Malacca,Universiti Malaysia Kelantan (UMK),1.5,TikTok,4.6,0,0
2022/06/01 8:14:00 pm GMT+8,6/1/2022,Female,20,Malay,Pahang,Universiti Malaya (UM),2.5,WhatsApp ,4.3,0,0
2022/06/01 8:14:37 pm GMT+8,6/1/2022,Female,21,Malay,Malacca,Universiti Malaysia Pahang (UMP),5.5,TikTok ,4.6,0,0
2022/06/01 8:17:28 pm GMT+8,6/1/2022,Male,21,Chinese,Penang,Universiti Utara Malaysia (UUM),6,YouTube,4.2,0,0
2022/06/01 8:19:39 pm GMT+8,6/1/2022,Female,21,Malay,Malacca,Universiti Teknologi MARA (UiTM),3,YouTube,4.2,9,90
2022/06/01 8:39:41 pm GMT+8,6/1/2022,Male,21,Chinese,Johor,Universiti Malaysia Pahang (UMP),7,WhatsApp,4.3,0,0
2022/06/01 8:40:18 pm GMT+8,6/1/2022,Male,21,Chinese,Johor,Universiti Malaya (UM),4,Instagram,3.5,2,1
2022/06/01 8:40:36 pm GMT+8,6/1/2022,Male,22,Chinese,Johor,Universiti Malaysia Pahang (UMP),2,Messenger,3.8,0,0
2022/06/01 8:56:07 pm GMT+8,6/1/2022,Male,21,Chinese,Pahang,Universiti Malaysia Pahang (UMP),2,TikTok,4.6,1,2
2022/06/01 9:08:44 pm GMT+8,6/1/2022,Male,21,Chinese,Johor,Universiti Malaysia Pahang (UMP),3,TikTok,4.6,0,0
2022/06/01 9:19:42 pm GMT+8,6/1/2022,Female,21,Chinese,Perak,Universiti Malaysia Pahang (UMP),9,YouTube,4.2,0,1
2022/06/01 9:39:57 pm GMT+8,6/1/2022,Female,21,Chinese,Perak,Universiti Sains Malaysia (USM),3,WhatsApp,4.3,0,0
2022/06/01 9:59:46 pm GMT+8,6/1/2022,Male,21,Chinese,Johor,Universiti Tun Hussein Onn Malaysia (UTHM),2,Instagram,3.5,0,0
2022/06/02 10:42:51 pm GMT+8,6/2/2022,Female,21,Malay,Malacca,Universiti Malaysia Kelantan (UMK),3,Instagram,3.5,0,1
2022/06/02 10:54:50 pm GMT+8,6/2/2022,Female,21,Indian,Perak,Universiti Malaysia Sarawak (UNIMAS),2,YouTube,4.2,0,0
2022/06/02 11:11:32 pm GMT+8,6/2/2022,Female,21,Chinese,Perak,Universiti Utara Malaysia (UUM),7,WhatsApp,4.3,0,0
2022/06/02 11:22:09 pm GMT+8,6/2/2022,Female,21,Malay,Malacca,Universiti Teknologi MARA (UiTM),6,YouTube,4.2,7,93
2022/06/02 8:09:27 pm GMT+8,6/2/2022,Female,20,Malay,Pahang,Universiti Malaya (UM),2.5,TikTok,4.6,0,0
2022/06/02 8:10:20 pm GMT+8,6/2/2022,Male,21,Chinese,Penang,Universiti Malaysia Pahang (UMP),10.5,YouTube,4.2,3,5
2022/06/02 8:10:39 pm GMT+8,6/2/2022,Female,21,Malay,Malacca,Universiti Malaysia Pahang (UMP),1.5,WhatsApp ,4.3,0,0
2022/06/02 8:10:39 pm GMT+8,6/2/2022,Male,21,Chinese,Sarawak,Universiti Malaysia Pahang (UMP),2,WhatsApp,4.3,0,0
2022/06/02 8:12:07 pm GMT+8,6/2/2022,Male,22,Chinese,Johor,Universiti Malaysia Pahang (UMP),2,Messenger,3.8,1,0
2022/06/02 8:12:42 pm GMT+8,6/2/2022,Female,21,Chinese,Perak,Universiti Sains Malaysia (USM),6,WhatsApp,4.3,1,1
2022/06/02 8:14:07 pm GMT+8,6/2/2022,Male,21,Chinese,Pahang,Universiti Malaysia Pahang (UMP),2,TikTok,4.6,0,0
2022/06/02 8:55:21 pm GMT+8,6/2/2022,Male,23,Chinese,Penang,Universiti Malaysia Sarawak (UNIMAS),0.5,Facebook ,3.2,0,0
2022/06/02 9:02:38 pm GMT+8,6/2/2022,Male,21,Chinese,Johor,Universiti Malaysia Pahang (UMP),5,WhatsApp,4.3,0,0
2022/06/02 9:03:28 pm GMT+8,6/2/2022,Male,21,Chinese,Johor,Universiti Malaya (UM),4,Instagram,3.5,2,1
2022/06/02 9:25:51 pm GMT+8,6/2/2022,Male,21,Chinese,Penang,Universiti Utara Malaysia (UUM),2,YouTube,4.2,0,0
2022/06/02 9:30:51 pm GMT+8,6/2/2022,Male,21,Chinese,Johor,Universiti Malaysia Pahang (UMP),2,WhatsApp,4.3,0,0
2022/06/02 9:34:08 pm GMT+8,6/2/2022,Male,21,Chinese,Johor,Universiti Tun Hussein Onn Malaysia (UTHM),2,Instagram,3.5,0,0
2022/06/02 9:47:02 pm GMT+8,6/2/2022,Female,21,Chinese,Perak,Universiti Malaysia Pahang (UMP),8,YouTube,4.2,0,0
2022/06/03 10:32:38 pm GMT+8,6/3/2022,Male,21,Chinese,Sarawak,Universiti Malaysia Pahang (UMP),3,WhatsApp,4.3,0,0
2022/06/03 10:51:52 pm GMT+8,6/3/2022,Female,21,Malay,Malacca,Universiti Malaysia Pahang (UMP),4.5,TikTok,4.6,0,0
2022/06/03 11:56:26 pm GMT+8,6/3/2022,Female,20,Malay,Pahang,Universiti Malaya (UM),3.5,WhatsApp,4.3,0,0
2022/06/03 8:25:12 pm GMT+8,6/3/2022,Male,21,Chinese,Penang,Universiti Malaysia Pahang (UMP),8.5,YouTube,4.2,5,7
2022/06/03 8:25:30 pm GMT+8,6/3/2022,Male,23,Chinese,Penang,Universiti Malaysia Sarawak (UNIMAS),0.5,Facebook,3.2,0,0
2022/06/03 8:26:08 pm GMT+8,6/3/2022,Female,21,Malay,Malacca,Universiti Malaysia Kelantan (UMK),1,WhatsApp,4.3,0,0
2022/06/03 8:27:50 pm GMT+8,6/3/2022,Female,21,Indian,Perak,Universiti Malaysia Sarawak (UNIMAS),5,YouTube,4.2,0,0
2022/06/03 8:28:27 pm GMT+8,6/3/2022,Male,21,Chinese,Johor,Universiti Malaya (UM),4,Instagram,3.5,0,0
2022/06/03 8:29:30 pm GMT+8,6/3/2022,Male,21,Chinese,Johor,Universiti Malaysia Pahang (UMP),5,YouTube,4.2,2,1
2022/06/03 8:29:53 pm GMT+8,6/3/2022,Male,22,Chinese,Johor,Universiti Malaysia Pahang (UMP),1.5,Messenger,3.8,0,0
2022/06/03 9:05:41 pm GMT+8,6/3/2022,Male,21,Chinese,Penang,Universiti Utara Malaysia (UUM),5,YouTube,4.2,0,0
2022/06/03 9:21:15 pm GMT+8,6/3/2022,Female,21,Malay,Malacca,Universiti Teknologi MARA (UiTM),3,TikTok,4.6,0,94
2022/06/03 9:21:18 pm GMT+8,6/3/2022,Female,21,Chinese,Perak,Universiti Utara Malaysia (UUM),6,Facebook,3.2,0,1
2022/06/03 9:22:34 pm GMT+8,6/3/2022,Male,21,Chinese,Pahang,Universiti Malaysia Pahang (UMP),3,TikTok,4.6,2,2
2022/06/03 9:22:56 pm GMT+8,6/3/2022,Male,21,Chinese,Johor,Universiti Tun Hussein Onn Malaysia (UTHM),2,Instagram,3.5,0,0
2022/06/03 9:25:39 pm GMT+8,6/3/2022,Female,21,Chinese,Perak,Universiti Sains Malaysia (USM),3,WhatsApp,4.3,1,1
2022/06/03 9:35:43 pm GMT+8,6/3/2022,Male,21,Chinese,Johor,Universiti Malaysia Pahang (UMP),1.5,TikTok,4.6,0,0
2022/06/03 9:50:29 pm GMT+8,6/3/2022,Female,21,Chinese,Perak,Universiti Malaysia Pahang (UMP),9,YouTube,4.2,0,1
2022/06/04 10:16:47 pm GMT+8,6/4/2022,Male,21,Chinese,Johor,Universiti Malaysia Pahang (UMP),1,TikTok,4.6,0,0
2022/06/04 10:19:14 pm GMT+8,6/4/2022,Female,21,Malay,Malacca,Universiti Malaysia Kelantan (UMK),2,TikTok,4.6,0,0
2022/06/04 10:22:17 pm GMT+8,6/4/2022,Male,21,Chinese,Johor,Universiti Malaysia Pahang (UMP),5,YouTube,4.2,0,0
2022/06/04 10:22:53 pm GMT+8,6/4/2022,Male,21,Chinese,Johor,Universiti Malaya (UM),4,Instagram,3.5,0,1
2022/06/04 10:32:03 pm GMT+8,6/4/2022,Female,21,Malay,Malacca,Universiti Teknologi MARA (UiTM),7,TikTok,4.6,0,94
2022/06/04 10:32:21 pm GMT+8,6/4/2022,Female,21,Indian,Perak,Universiti Malaysia Sarawak (UNIMAS),4,YouTube ,4.2,0,0
2022/06/04 10:33:40 pm GMT+8,6/4/2022,Male,21,Chinese,Penang,Universiti Malaysia Pahang (UMP),12.5,YouTube,4.2,4,3
2022/06/04 8:27:35 pm GMT+8,6/4/2022,Female,21,Chinese,Perak,Universiti Utara Malaysia (UUM),6,Facebook,3.2,0,0
2022/06/04 8:28:35 pm GMT+8,6/4/2022,Female,21,Chinese,Perak,Universiti Sains Malaysia (USM),3,WhatsApp,4.3,0,0
2022/06/04 8:29:00 pm GMT+8,6/4/2022,Male,21,Chinese,Sarawak,Universiti Malaysia Pahang (UMP),4,WhatsApp,4.3,0,0
2022/06/04 8:29:02 pm GMT+8,6/4/2022,Male,21,Chinese,Johor,Universiti Tun Hussein Onn Malaysia (UTHM),2,Instagram,3.5,0,0
2022/06/04 8:29:23 pm GMT+8,6/4/2022,Female,21,Malay,Malacca,Universiti Malaysia Pahang (UMP),4.5,WhatsApp,4.3,0,0
2022/06/04 8:31:54 pm GMT+8,6/4/2022,Male,21,Chinese,Penang,Universiti Utara Malaysia (UUM),5,YouTube,4.2,0,0
2022/06/04 8:32:29 pm GMT+8,6/4/2022,Male,22,Chinese,Johor,Universiti Malaysia Pahang (UMP),2,Messenger,3.8,0,0
2022/06/04 8:42:23 pm GMT+8,6/4/2022,Male,23,Chinese,Penang,Universiti Malaysia Sarawak (UNIMAS),0.5,Facebook,3.2,0,0
2022/06/04 9:01:32 pm GMT+8,6/4/2022,Male,21,Chinese,Pahang,Universiti Malaysia Pahang (UMP),5,TikTok,4.6,0,1
2022/06/04 9:09:01 pm GMT+8,6/4/2022,Female,21,Chinese,Perak,Universiti Malaysia Pahang (UMP),10,YouTube,4.2,0,1
2022/06/04 9:48:53 pm GMT+8,6/4/2022,Female,20,Malay,Pahang,Universiti Malaya (UM),2,TikTok,4.6,0,0
2022/06/05 10:01:42 pm GMT+8,6/5/2022,Male,22,Chinese,Johor,Universiti Malaysia Pahang (UMP),2,Messenger,3.8,0,0
2022/06/05 10:05:02 pm GMT+8,6/5/2022,Male,21,Chinese,Johor,Universiti Malaysia Pahang (UMP),1.5,TikTok,4.6,0,0
2022/06/05 10:18:29 pm GMT+8,6/5/2022,Male,21,Chinese,Sarawak,Universiti Malaysia Pahang (UMP),3,WhatsApp,4.3,0,0
2022/06/05 10:19:35 pm GMT+8,6/5/2022,Female,21,Indian,Perak,Universiti Malaysia Sarawak (UNIMAS),4,YouTube,4.2,0,0
2022/06/05 10:25:01 pm GMT+8,6/5/2022,Male,21,Chinese,Penang,Universiti Malaysia Pahang (UMP),10,YouTube,4.2,0,1
2022/06/05 10:30:34 pm GMT+8,6/5/2022,Female,21,Chinese,Perak,Universiti Malaysia Pahang (UMP),10,YouTube,4.2,0,0
2022/06/05 10:40:29 pm GMT+8,6/5/2022,Male,21,Chinese,Johor,Universiti Tun Hussein Onn Malaysia (UTHM),2,Instagram,3.5,0,0
2022/06/05 10:51:40 pm GMT+8,6/5/2022,Female,21,Chinese,Perak,Universiti Sains Malaysia (USM),7,WhatsApp ,4.3,0,0
2022/06/05 8:02:31 pm GMT+8,6/5/2022,Male,21,Chinese,Pahang,Universiti Malaysia Pahang (UMP),3,TikTok,4.6,3,1
2022/06/05 8:05:22 pm GMT+8,6/5/2022,Female,21,Malay,Malacca,Universiti Malaysia Pahang (UMP),3.5,TikTok ,4.6,0,0
2022/06/05 8:07:44 pm GMT+8,6/5/2022,Male,23,Chinese,Penang,Universiti Malaysia Sarawak (UNIMAS),0.5,Facebook ,3.2,0,0
2022/06/05 8:20:39 pm GMT+8,6/5/2022,Male,21,Chinese,Johor,Universiti Malaysia Pahang (UMP),6,YouTube,4.2,0,0
2022/06/05 8:21:23 pm GMT+8,6/5/2022,Male,21,Chinese,Johor,Universiti Malaya (UM),3,Instagram,3.5,1,2
2022/06/05 8:27:36 pm GMT+8,6/5/2022,Female,21,Malay,Malacca,Universiti Teknologi MARA (UiTM),8,TikTok,4.6,0,95
2022/06/05 8:28:42 pm GMT+8,6/5/2022,Male,21,Chinese,Penang,Universiti Utara Malaysia (UUM),6,YouTube,4.2,0,0
2022/06/05 9:13:49 pm GMT+8,6/5/2022,Female,21,Malay,Malacca,Universiti Malaysia Kelantan (UMK),0.5,Instagram,3.5,0,0
2022/06/05 9:15:22 pm GMT+8,6/5/2022,Female,21,Chinese,Perak,Universiti Utara Malaysia (UUM),7,Facebook,3.2,0,0
2022/06/05 9:21:43 pm GMT+8,6/5/2022,Female,20,Malay,Pahang,Universiti Malaya (UM),1,TikTok,4.6,0,0
2022/06/06 10:21:14 pm GMT+8,6/6/2022,Female,21,Malay,Malacca,Universiti Malaysia Kelantan (UMK),1.5,TikTok,4.6,0,0
2022/06/06 10:21:33 pm GMT+8,6/6/2022,Male,22,Chinese,Johor,Universiti Malaysia Pahang (UMP),2.5,Messenger,3.8,0,0
2022/06/06 10:23:32 pm GMT+8,6/6/2022,Male,21,Chinese,Pahang,Universiti Malaysia Pahang (UMP),3,TikTok,4.6,0,2
2022/06/06 10:26:00 pm GMT+8,6/6/2022,Female,21,Chinese,Perak,Universiti Utara Malaysia (UUM),6,WhatsApp,4.3,0,0
2022/06/06 11:14:12 pm GMT+8,6/6/2022,Female,20,Malay,Pahang,Universiti Malaya (UM),1,TikTok,4.6,0,0
2022/06/06 8:13:04 pm GMT+8,6/6/2022,Female,21,Malay,Malacca,Universiti Malaysia Pahang (UMP),5.5,WhatsApp,4.3,0,0
2022/06/06 8:15:27 pm GMT+8,6/6/2022,Male,21,Chinese,Johor,Universiti Malaysia Pahang (UMP),1.5,Facebook,3.2,0,0
2022/06/06 8:21:02 pm GMT+8,6/6/2022,Male,21,Chinese,Penang,Universiti Utara Malaysia (UUM),5,YouTube,4.2,0,0
2022/06/06 8:24:25 pm GMT+8,6/6/2022,Male,21,Chinese,Johor,Universiti Malaya (UM),4,Instagram,3.5,0,0
2022/06/06 8:25:15 pm GMT+8,6/6/2022,Male,21,Chinese,Johor,Universiti Malaysia Pahang (UMP),5,YouTube,4.2,0,0
2022/06/06 8:36:49 pm GMT+8,6/6/2022,Female,21,Chinese,Perak,Universiti Sains Malaysia (USM),7,WhatsApp,4.3,0,1
2022/06/06 8:46:41 pm GMT+8,6/6/2022,Male,21,Chinese,Penang,Universiti Malaysia Pahang (UMP),8.5,YouTube,4.2,1,2
2022/06/06 8:54:00 pm GMT+8,6/6/2022,Male,23,Chinese,Penang,Universiti Malaysia Sarawak (UNIMAS),0.5,Facebook ,3.2,0,0
2022/06/06 9:00:19 pm GMT+8,6/6/2022,Male,21,Chinese,Sarawak,Universiti Malaysia Pahang (UMP),3,WhatsApp,4.3,0,0
2022/06/06 9:00:39 pm GMT+8,6/6/2022,Female,21,Indian,Perak,Universiti Malaysia Sarawak (UNIMAS),5,YouTube,4.2,0,0
2022/06/06 9:02:46 pm GMT+8,6/6/2022,Female,21,Chinese,Perak,Universiti Malaysia Pahang (UMP),7,WhatsApp,4.3,0,1
2022/06/06 9:08:34 pm GMT+8,6/6/2022,Female,21,Malay,Malacca,Universiti Teknologi MARA (UiTM),6,YouTube,4.2,0,94
2022/06/06 9:18:03 pm GMT+8,6/6/2022,Male,21,Chinese,Johor,Universiti Tun Hussein Onn Malaysia (UTHM),2,Instagram,3.5,0,0
